time_sec,distance_mm,range_status,signal_mcps,ambient_mcps,valid,distance_cm,,
0.051,653,0,30,1,0,44.3,,
0.105,656,0,31,1,0,44.6,,
0.174,658,0,19,0,0,44.8,,
0.244,661,0,19,0,0,45.1,,
0.314,664,0,15,0,0,45.4,,
0.384,660,0,19,0,0,45,,
0.453,659,0,19,0,0,44.9,,
0.523,664,0,15,0,0,45.4,,
0.593,665,0,15,0,0,45.5,,
0.662,661,0,19,0,0,45.1,,
0.732,655,0,19,0,0,44.5,,
0.802,655,0,19,0,0,44.5,,
0.871,657,0,15,0,0,44.7,,
0.941,656,0,19,0,0,44.6,,
1.011,655,0,15,0,0,44.5,,
1.08,658,0,15,0,0,44.8,,
1.15,658,0,15,0,0,44.8,,
1.22,658,0,15,0,0,44.8,,
1.289,652,0,20,0,0,44.2,,
1.359,651,0,20,0,0,44.1,,
1.429,654,0,16,0,0,44.4,,
1.499,651,0,16,0,0,44.1,,
1.568,645,0,17,0,0,43.5,,
1.638,643,0,16,0,0,43.3,,
1.707,642,0,16,0,0,43.2,,
1.777,639,0,17,0,0,42.9,,
1.847,637,0,16,0,0,42.7,,
1.917,633,0,16,0,0,42.3,,
1.986,628,0,17,0,0,41.8,,
2.056,623,0,17,0,0,41.3,,
2.125,616,0,18,0,0,40.6,,
2.195,615,0,18,0,0,40.5,,
2.265,608,0,18,0,0,39.8,,
2.334,601,0,19,0,0,39.1,,
2.404,589,0,20,0,0,37.9,,
2.474,581,0,20,0,0,37.1,,
2.543,573,0,19,0,0,36.3,,
2.613,571,0,19,0,0,36.1,,
2.682,568,0,18,0,0,35.8,,
2.752,566,0,18,0,0,35.6,,
2.822,563,0,18,0,0,35.3,,
2.892,566,0,18,0,0,35.6,,
2.961,572,0,17,0,0,36.2,,
3.031,572,0,18,0,0,36.2,,
3.1,572,0,17,0,0,36.2,,
3.17,571,0,17,0,0,36.1,,
3.24,572,0,17,0,0,36.2,,
3.31,573,0,17,0,0,36.3,,
3.379,572,0,17,0,0,36.2,,
3.449,574,0,19,0,0,36.4,,
3.518,576,0,19,0,0,36.6,,
3.589,574,0,19,0,0,36.4,,
3.658,576,0,19,0,0,36.6,,
3.728,576,0,18,0,0,36.6,,
3.797,577,0,19,0,0,36.7,,
3.867,575,0,19,0,0,36.5,,
3.937,573,0,19,0,0,36.3,,
4.006,571,0,17,0,0,36.1,,
4.076,571,0,19,0,0,36.1,,
4.146,568,0,19,0,0,35.8,,
4.215,564,0,18,0,0,35.4,,
4.285,558,0,18,0,0,34.8,,
4.356,544,0,19,0,0,33.4,,
4.424,537,0,19,0,0,32.7,,
4.494,534,0,20,0,0,32.4,,
4.563,529,0,20,0,0,31.9,,
4.633,517,0,19,0,0,30.7,,
4.703,513,0,20,0,0,30.3,,
4.772,513,0,19,0,0,30.3,,
4.842,511,0,18,0,0,30.1,,
4.911,507,0,18,0,0,29.7,,
4.982,508,0,18,0,0,29.8,,
5.051,501,0,18,0,0,29.1,,
5.121,500,0,18,0,0,29,,
5.19,498,0,18,0,0,28.8,,
5.26,497,0,18,0,0,28.7,,
5.329,494,0,18,0,0,28.4,,
5.399,492,0,19,0,0,28.2,,
5.469,487,0,19,0,0,27.7,,
5.539,482,0,19,0,0,27.2,,
5.608,477,0,19,0,0,26.7,,
5.678,474,0,19,0,0,26.4,,
5.748,473,0,19,0,0,26.3,,
5.818,464,0,19,0,0,25.4,,
5.887,460,0,20,0,0,25,,
5.957,451,0,20,0,0,24.1,,
6.026,450,0,13,0,0,24,,
6.096,438,0,13,0,0,22.8,,
6.166,431,0,14,0,0,22.1,,
6.235,418,0,14,0,0,20.8,,
6.305,412,0,15,0,0,20.2,,
6.375,393,0,16,0,0,18.3,,
6.444,383,0,17,0,0,17.3,,
6.514,374,0,18,0,0,16.4,,
6.583,364,0,18,0,0,15.4,,
6.653,348,0,20,0,0,13.8,,
6.723,341,0,21,0,0,13.1,,
6.792,334,0,21,0,0,12.4,,
6.862,325,0,21,0,0,11.5,,
6.932,310,0,20,0,0,10,,
7.001,303,0,21,0,0,9.3,,
7.071,300,0,15,0,0,9,,
7.141,296,0,16,0,0,8.6,,
7.211,281,0,17,0,0,7.1,,
7.28,275,0,18,0,0,6.5,,
7.35,276,0,18,0,0,6.6,,
7.42,270,0,19,0,0,6,,
7.49,261,0,20,0,0,5.1,,
7.559,254,0,21,0,0,4.4,,
7.629,254,0,20,0,0,4.4,,
7.698,247,0,20,0,0,3.7,,
7.768,245,0,19,0,0,3.5,,
7.838,241,0,20,0,0,3.1,,
7.907,237,0,20,0,0,2.7,,
7.977,234,0,18,0,0,2.4,,
8.047,230,0,19,0,0,2,,
8.116,228,0,19,0,0,1.8,,
8.186,225,0,20,0,0,1.5,,
8.255,225,0,20,0,0,1.5,,
8.325,225,0,18,0,0,1.5,,
8.395,225,0,19,0,0,1.5,,
8.464,221,0,19,0,0,1.1,,
8.534,221,0,18,0,0,1.1,,
8.604,219,0,18,0,0,0.9,,
8.673,222,0,18,0,0,1.2,,
8.743,221,0,18,0,0,1.1,,
8.812,223,0,18,0,0,1.3,,
8.882,224,0,18,0,0,1.4,,
8.952,221,0,19,0,0,1.1,,
9.022,224,0,18,0,0,1.4,,
9.091,224,0,18,0,0,1.4,,
9.161,226,0,18,0,0,1.6,,
9.23,226,0,18,0,0,1.6,,
9.3,231,0,17,0,0,2.1,,
9.37,231,0,17,0,0,2.1,,
9.44,236,0,19,0,0,2.6,,
9.509,236,0,18,0,0,2.6,,
9.579,240,0,17,0,0,3,,
9.648,244,0,17,0,0,3.4,,
9.719,249,0,18,0,0,3.9,,
9.788,261,0,17,0,0,5.1,,
9.858,268,0,16,0,0,5.8,,
9.928,272,0,17,0,0,6.2,,
9.997,278,0,18,0,0,6.8,,
10.067,295,0,16,0,0,8.5,,
10.136,301,0,15,0,0,9.1,,
10.206,314,0,15,0,0,10.4,,
10.276,316,0,14,0,0,10.6,,
10.345,333,0,17,0,0,12.3,,
10.415,342,0,16,0,0,13.2,,
10.484,353,0,17,0,0,14.3,,
10.554,364,0,18,0,0,15.4,,
10.624,382,0,16,0,0,17.2,,
10.693,394,0,16,0,0,18.4,,
10.763,402,0,15,0,0,19.2,,
10.833,414,0,14,0,0,20.4,,
10.902,432,0,13,0,0,22.2,,
10.972,443,0,13,0,0,23.3,,
11.042,453,0,12,0,0,24.3,,
11.112,462,0,12,0,0,25.2,,
11.181,476,0,11,0,0,26.6,,
11.251,487,0,11,0,0,27.7,,
11.32,489,0,18,0,0,27.9,,
11.39,498,0,17,0,0,28.8,,
11.46,513,0,17,0,0,30.3,,
11.53,518,0,16,0,0,30.8,,
11.599,527,0,16,0,0,31.7,,
11.669,530,0,18,0,0,32,,
11.738,545,0,18,0,0,33.5,,
11.808,545,0,18,0,0,33.5,,
11.878,555,0,18,0,0,34.5,,
11.948,559,0,18,0,0,34.9,,
12.017,562,0,17,0,0,35.2,,
12.087,563,0,18,0,0,35.3,,
12.156,562,0,18,0,0,35.2,,
12.226,562,0,17,0,0,35.2,,
12.296,560,0,18,0,0,35,,
12.365,561,0,18,0,0,35.1,,
12.435,561,0,18,0,0,35.1,,
12.505,558,0,18,0,0,34.8,,
12.574,559,0,18,0,0,34.9,,
12.644,557,0,18,0,0,34.7,,
12.713,559,0,18,0,0,34.9,,
12.783,557,0,18,0,0,34.7,,
12.853,551,0,18,0,0,34.1,,
12.923,550,0,18,0,0,34,,
12.992,547,0,18,0,0,33.7,,
13.062,546,0,19,0,0,33.6,,
13.131,545,0,19,0,0,33.5,,
13.201,545,0,19,0,0,33.5,,
13.271,546,0,19,0,0,33.6,,
13.341,546,0,19,0,0,33.6,,
13.41,543,0,19,0,0,33.3,,
13.48,541,0,19,0,0,33.1,,
13.55,541,0,19,0,0,33.1,,
13.62,540,0,18,0,0,33,,
13.689,539,0,19,0,0,32.9,,
13.759,534,0,18,0,0,32.4,,
13.828,533,0,18,0,0,32.3,,
13.898,527,0,19,0,0,31.7,,
13.968,519,0,20,0,0,30.9,,
14.037,509,0,20,0,0,29.9,,
14.107,499,0,21,0,0,28.9,,
14.177,493,0,19,0,0,28.3,,
14.246,483,0,19,0,0,27.3,,
14.316,468,0,20,0,0,25.8,,
14.386,458,0,21,0,0,24.8,,
14.455,449,0,21,0,0,23.9,,
14.525,442,0,13,0,0,23.2,,
14.595,421,0,14,0,0,21.1,,
14.664,408,0,15,0,0,19.8,,
14.734,398,0,16,0,0,18.8,,
14.803,387,0,17,0,0,17.7,,
14.873,370,0,18,0,0,16,,
14.943,358,0,19,0,0,14.8,,
15.012,349,0,20,0,0,13.9,,
15.082,342,0,20,0,0,13.2,,
15.152,325,0,21,0,0,11.5,,
15.221,316,0,22,0,0,10.6,,
15.291,308,0,20,0,0,9.8,,
15.361,303,0,21,0,0,9.3,,
15.431,290,0,17,0,0,8,,
15.501,283,0,17,0,0,7.3,,
15.57,279,0,18,0,0,6.9,,
15.639,276,0,18,0,0,6.6,,
15.709,268,0,19,0,0,5.8,,
15.779,264,0,20,0,0,5.4,,
15.849,263,0,20,0,0,5.3,,
15.918,263,0,18,0,0,5.3,,
15.988,260,0,19,0,0,5,,
16.057,259,0,19,0,0,4.9,,
16.127,253,0,19,0,0,4.3,,
16.197,255,0,19,0,0,4.5,,
16.266,253,0,20,0,0,4.3,,
16.336,253,0,20,0,0,4.3,,
16.406,247,0,18,0,0,3.7,,
16.475,250,0,18,0,0,4,,
16.545,245,0,19,0,0,3.5,,
16.614,245,0,19,0,0,3.5,,
16.684,245,0,19,0,0,3.5,,
16.754,242,0,19,0,0,3.2,,
16.824,243,0,19,0,0,3.3,,
16.893,240,0,19,0,0,3,,
16.963,242,0,19,0,0,3.2,,
17.033,240,0,19,0,0,3,,
17.102,239,0,20,0,0,2.9,,
17.172,243,0,18,0,0,3.3,,
17.242,240,0,18,0,0,3,,
17.311,241,0,18,0,0,3.1,,
17.381,242,0,17,0,0,3.2,,
17.451,242,0,19,0,0,3.2,,
17.521,241,0,19,0,0,3.1,,
17.59,241,0,19,0,0,3.1,,
17.66,243,0,20,0,0,3.3,,
17.729,243,0,18,0,0,3.3,,
17.799,244,0,18,0,0,3.4,,
17.869,240,0,19,0,0,3,,
17.938,244,0,19,0,0,3.4,,
18.008,243,0,17,0,0,3.3,,
18.078,242,0,18,0,0,3.2,,
18.147,240,0,19,0,0,3,,
18.217,242,0,19,0,0,3.2,,
18.286,241,0,19,0,0,3.1,,
18.356,242,0,19,0,0,3.2,,
18.426,244,0,20,0,0,3.4,,
18.495,242,0,19,0,0,3.2,,
18.565,245,0,19,0,0,3.5,,
18.635,245,0,19,0,0,3.5,,
18.704,245,0,19,0,0,3.5,,
18.774,245,0,19,0,0,3.5,,
18.844,245,0,19,0,0,3.5,,
18.913,248,0,19,0,0,3.8,,
18.983,245,0,19,0,0,3.5,,
19.053,245,0,19,0,0,3.5,,
19.123,245,0,19,0,0,3.5,,
19.192,246,0,19,0,0,3.6,,
19.262,247,0,19,0,0,3.7,,
19.332,246,0,19,0,0,3.6,,
19.401,245,0,19,0,0,3.5,,
19.471,247,0,19,0,0,3.7,,
19.54,249,0,18,0,0,3.9,,
19.61,249,0,18,0,0,3.9,,
19.68,246,0,19,0,0,3.6,,
19.75,249,0,18,0,0,3.9,,
19.819,250,0,18,0,0,4,,
19.874,250,0,19,0,0,4,,
19.935,251,0,18,0,0,4.1,,
20.004,247,0,18,0,0,3.7,,
20.074,250,0,18,0,0,4,,
20.144,251,0,18,0,0,4.1,,
20.214,250,0,18,0,0,4,,
20.283,251,0,19,0,0,4.1,,
20.353,249,0,19,0,0,3.9,,
20.423,250,0,18,0,0,4,,
20.493,250,0,18,0,0,4,,
20.562,252,0,18,0,0,4.2,,
20.632,253,0,18,0,0,4.3,,
20.701,254,0,18,0,0,4.4,,
20.771,253,0,18,0,0,4.3,,
20.841,259,0,17,0,0,4.9,,
20.91,260,0,19,0,0,5,,
20.98,260,0,19,0,0,5,,
21.05,258,0,19,0,0,4.8,,
21.119,260,0,18,0,0,5,,
21.189,265,0,18,0,0,5.5,,
21.258,267,0,18,0,0,5.7,,
21.328,271,0,17,0,0,6.1,,
21.398,274,0,18,0,0,6.4,,
21.467,284,0,17,0,0,7.4,,
21.537,290,0,16,0,0,8,,
21.607,297,0,16,0,0,8.7,,
21.676,304,0,15,0,0,9.4,,
21.746,317,0,14,0,0,10.7,,
21.816,325,0,13,0,0,11.5,,
21.886,338,0,12,0,0,12.8,,
21.955,343,0,17,0,0,13.3,,
22.025,364,0,16,0,0,15.4,,
22.094,373,0,17,0,0,16.3,,
22.164,387,0,16,0,0,17.7,,
22.234,394,0,15,0,0,18.4,,
22.304,407,0,15,0,0,19.7,,
22.373,431,0,13,0,0,22.1,,
22.443,443,0,12,0,0,23.3,,
22.512,456,0,12,0,0,24.6,,
22.582,467,0,12,0,0,25.7,,
22.652,493,0,10,0,0,28.3,,
22.722,507,0,10,0,0,29.7,,
22.791,513,0,17,0,0,30.3,,
22.861,527,0,16,0,0,31.7,,
22.93,547,0,17,0,0,33.7,,
23,552,0,17,0,0,34.2,,
23.07,566,0,17,0,0,35.6,,
23.139,574,0,17,0,0,36.4,,
23.209,591,0,18,0,0,38.1,,
23.279,598,0,18,0,0,38.8,,
23.348,607,0,18,0,0,39.7,,
23.418,613,0,18,0,0,40.3,,
23.487,628,0,17,0,0,41.8,,
23.557,632,0,17,0,0,42.2,,
23.627,642,0,16,0,0,43.2,,
23.697,645,0,16,0,0,43.5,,
23.766,661,0,15,0,0,45.1,,
23.836,658,0,15,0,0,44.8,,
23.905,660,0,16,0,0,45,,
23.975,661,0,15,0,0,45.1,,
24.045,663,0,16,0,0,45.3,,
